750,СТОП-СТРЕСС ТАБЛЕТКИ,Не требуется,15,2000,2016-11-25
751,СТОП-ЦИСТИТ БИО,Не требуется,17,5700,2014-05-12
752,СТОП-ЦИСТИТ ТАБЛЕТКИ,Не требуется,22,5600,2017-07-28
753,СТОПМОЛЬ,Не требуется,18,2450,2011-08-29
754,СТРАЙД,Не требуется,27,3250,2012-10-14
755,СТРАЙД ПЛЮС,Не требуется,26,8400,2014-01-03
756,СТРЕПТОВИК,Требуется,28,5150,2017-10-25
757,СТРЕПТОМИЦИНА СУЛЬФАТ (Агрофарм),Не требуется,23,5800,2011-06-02
758,СТРЕПТОМИЦИНА СУЛЬФАТ (Синтез),Не требуется,21,6850,2018-12-28
759,СТРЕПТОФУР,Не требуется,8,4350,2017-06-21
760,СТРЕССМИКС,Не требуется,27,6500,2012-12-12
761,СТРОНГХОЛД,Требуется,28,8000,2020-12-06
762,СТРУВИТНАЯ ДИЕТА,Не требуется,12,4850,2010-06-04
763,СТРУВИТНАЯ ДИЕТА КОНСЕРВЫ,Не требуется,23,8450,2010-12-23
764,СУБТИЛИС,Не требуется,19,9200,2018-05-17
765,СУБТИЛИС-Ж,Требуется,21,9900,2021-07-08
766,СУИФЕРРОВИТ-А,Требуется,25,8200,2020-05-03
767,СУЛЬТЕПРИМ,Требуется,30,9700,2018-04-29
768,СУЛЬФ ГРАНУЛЯТ,Не требуется,11,8200,2020-05-19
769,СУЛЬФ-120,Требуется,13,1450,2010-12-17
770,СУЛЬФ-480,Требуется,5,6850,2012-04-16
771,СУЛЬФЕТРИСАН,Требуется,20,5800,2015-01-30
772,СУМИНАК,Не требуется,10,9650,2019-05-18
773,СУПЕРПУШНОВИТ-М,Не требуется,17,5150,2019-06-04
774,СУПЕРПУШНОВИТ-П,Не требуется,21,3450,2014-05-23
775,СУПЕРФЛЕКС,Не требуется,28,6250,2013-02-28
776,СУППРЕСТРАЛ СУСПЕНЗИЯ ДЛЯ ИНЪЕКЦИЙ,Требуется,24,4350,2015-07-07
777,СУПРЕЛОРИН,Требуется,12,5350,2015-12-05
778,СУПРИМИЦИН,Требуется,5,2600,2012-07-05
779,СУРОЛАН,Требуется,8,4250,2017-07-31
780,СУРФАГОН,Не требуется,15,5350,2015-01-21
781,СУРФАГОН,Требуется,28,7100,2020-08-12
782,ТЕСТОКС,Требуется,28,6350,2013-11-27
783,ТЕТРАВИТ,Требуется,9,3900,2010-01-29
784,ТЕТРАГИДРОВИТ,Не требуется,28,1350,2015-02-07
785,ТЕТРАЗОЛ Л.А.,Требуется,15,8200,2012-03-25
786,ТЕТРАЛОНГ-20,Требуется,13,7800,2017-01-11
787,ТЕТРАМАГ,Требуется,9,4900,2018-01-11
788,ТЕТРАМАСТ,Не требуется,14,3200,2013-09-05
789,ТЕТРАМЕТР,Требуется,30,7050,2017-04-04
790,ТЕТРАМИЗОЛ,Не требуется,20,2850,2019-03-08
791,ТЕТРАМИЗОЛ 10% ГРАНУЛЯТ,Не требуется,30,8750,2012-09-09
792,ТЕТРАМИЗОЛ 20 % ГРАНУЛЯТ,Не требуется,7,1400,2016-09-22
793,ТЕТРАЦИКЛИНА ГИДРОХЛОРИД,Не требуется,17,7300,2019-03-21
794,ТЕТРОКСИ 10 %,Требуется,17,8550,2019-10-17
795,ТЕТРОКСИ LА,Требуется,7,4950,2016-02-21
796,ТИАЛОНГ,Не требуется,30,1050,2016-07-15
797,ТИАМУЛИН 2 %,Требуется,25,1450,2019-07-27
798,ТИАМУЛИН 45 %,Не требуется,24,4450,2013-11-10
799,ТИАМУТОКС,Требуется,20,8350,2017-04-14
800,ТИАМУФАРМ 10%,Требуется,8,8050,2017-05-09
801,ТИГМА-К,Требуется,10,4450,2018-08-24
802,ТИГМА-Щ,Не требуется,12,6550,2018-10-14
803,ТИЕРКАЛ,Требуется,8,7700,2017-04-29
804,ТИЛАНИК 20 %,Не требуется,29,8100,2011-04-10
805,ТИЛАНИК 5%,Требуется,16,1050,2019-09-28
806,ТИЛАНИК ВОДОРАСТВОРИМЫЙ ПОРОШОК,Не требуется,25,7050,2016-04-02
807,ТИЛАР,Требуется,15,5200,2012-12-28
808,ТИЛАР 50 %,Не требуется,24,8350,2016-12-14
809,ТИЛДРЕН,Требуется,27,2500,2018-08-05
810,ТИЛОВЕТ 10 %,Не требуется,16,7150,2018-07-28
811,ТИЛОВЕТ 25 %,Требуется,9,4100,2014-10-03
812,ТИЛОВЕТ Б-200,Требуется,17,4500,2014-02-14
813,ТИЛОВЕТ Б-50,Не требуется,7,5650,2010-10-14
814,ТИЛОВЕТ ВОДОРАСТВОРИМЫЙ ПОРОШОК,Не требуется,24,5900,2018-09-02
815,ТИЛОДОКС-200,Требуется,11,5550,2017-03-22
816,ТИЛОЗИН 200,Требуется,14,4450,2021-06-18
817,ТИЛОЗИН 50,Не требуется,16,8450,2020-08-21
818,ТИЛОЗИН ОСНОВАНИЕ СУБСТАНЦИЯ,Требуется,24,5950,2018-05-19
819,ТИЛОЗИНА ТАРТРАТ ГРАНУЛИРОВАННЫЙ СУБСТАНЦИЯ,Не требуется,20,2000,2010-02-24
820,ТИЛОЗИНА ТАРТРАТ СУБСТАНЦИЯ,Требуется,15,8700,2020-12-10
821,ТИЛОЗИНОКАР,Требуется,11,1600,2011-09-28
822,ТИЛОКОЛ,Требуется,27,4500,2014-09-21
823,ТИЛОКОЛИН-АФ,Требуется,23,3200,2020-07-16
824,ТИЛОМАГ 20 %,Требуется,6,9100,2014-03-18
825,ТИЛОМАГ 5 %,Требуется,26,9300,2015-02-12
826,ТИЛОСУЛЬФУРАН,Требуется,22,6750,2019-11-19
827,ТИМПАНОЛ,Требуется,19,8000,2019-11-07
828,ТИОЦЕФУР,Требуется,18,5650,2013-06-01
829,ТОЛФЕДИН,Не требуется,21,7350,2014-09-22
830,ТОЛФЕДИН 4%,Требуется,7,6200,2013-02-05
831,ТОНОФОСФАН КОМПОЗИТУМ,Не требуется,14,2850,2014-09-25
832,ТОП ДОГ,Требуется,5,1050,2014-06-03
833,ТОРУКОКС 2.5 %,Не требуется,22,6050,2014-11-04
834,ТОС-3,Не требуется,26,2000,2011-09-18
835,ТРАВМАТИН РАСТВОР ДЛЯ ИНЪЕКЦИЙ,Не требуется,17,7800,2013-11-14
836,ТРИАНТЕЛМ,Не требуется,8,1800,2018-11-03
837,ТРИВИТ ДЛЯ ИНЪЕКЦИЙ,Требуется,22,2350,2015-11-25
838,ТРИВИТ ДЛЯ ПРИМЕНЕНИЯ ВНУТРЬ,Требуется,8,7550,2019-06-27
839,ТРИВИТАМИН ДЛЯ ИНЪЕКЦИЙ,Не требуется,13,3150,2011-07-17
840,ТРИВИТАМИН ДЛЯ ПРИМЕНЕНИЯ ВНУТРЬ,Требуется,22,8850,2013-04-10
841,ТРИМЕТИН,Требуется,18,9850,2016-01-21
842,ТРИМЕТОКС,Требуется,25,2450,2011-12-13
843,ТРИПРИМ,Требуется,30,7700,2021-08-31
844,ТРИСУЛЬФОН ПОРОШОК,Не требуется,23,3300,2017-01-22
845,ТРИХОВЕТ 5 %,Не требуется,18,1650,2017-02-06
846,ТРИХОПТИЛИН,Не требуется,5,2800,2016-06-24
847,ТРИЦИЛЛИН,Не требуется,7,8050,2013-07-20
848,ТРОМЕКСИН,Не требуется,29,4100,2010-08-29
849,ТРОНЦИЛ,Не требуется,29,8750,2016-11-30
850,ТРОНЦИЛ-К,Не требуется,12,4900,2016-01-25
851,ТЭДА,Требуется,6,5700,2013-10-08
852,ФАРМАЙОД,Требуется,26,5600,2010-07-30
853,ФАРМАСТИМ 4 %,Не требуется,5,9450,2011-02-21
854,ФАРМАСТИМ 8 %,Не требуется,14,9250,2018-11-21
855,ФАРМКОКЦИД-10,Требуется,27,2450,2019-02-08
856,ФАРМОКСИДИН 1 % РАСТВОР,Не требуется,24,8350,2013-10-21
857,ФАСКОВЕРМ РАСТВОР,Требуется,9,2550,2018-03-04
858,ФАСКОЦИД ГРАНУЛЫ,Требуется,21,6500,2017-05-15
859,ФАСЦИОЛ,Требуется,27,7250,2018-03-11
860,ФЕБТАЛ,Требуется,6,7100,2014-02-23
861,ФЕЛИГЕН CRP,Требуется,5,4900,2018-02-02
862,ФЕЛИГЕН CRP/R,Требуется,21,5200,2014-09-11
863,ФЕЛИФЕРОН,Не требуется,7,6200,2019-07-24
864,ФЕЛОВАКС,Требуется,27,1850,2014-01-21
865,ФЕНБАЗЕН 10 % ГРАНУЛЯТ,Требуется,27,8400,2014-11-15
866,ФЕНБАЗЕН 10 % СУСПЕНЗИЯ,Не требуется,6,9900,2015-08-22
867,ФЕНБЕНГРАН ГРАНУЛЯТ,Требуется,18,1250,2013-11-27
868,ФЕНБЕНДАЗОЛ,Требуется,12,8600,2017-09-06
869,ФЕНИЛБУТАЗОН,Требуется,28,9300,2010-01-27
870,ФЕНПРАЗ,Не требуется,18,1500,2020-04-18
871,ФЕНПРАЗ суспензия,Не требуется,21,5200,2019-05-06
872,ФЕРКАН,Не требуется,5,7750,2013-04-24
873,ФЕРРАНИМАЛ-75,Требуется,22,8950,2012-08-10
874,ФЕРРАНИМАЛ-75 М,Не требуется,24,3600,2011-08-04
875,ФЕРРОГЛЮКИН-75,Требуется,26,2400,2016-12-10
876,ФИЗАЛ,Требуется,15,6300,2016-12-22
877,ФИЛАКС,Требуется,25,2350,2019-10-10
878,ФИНАЛ МБ,Не требуется,23,5400,2016-01-15
879,ФИПРЕКС 75 СПОТ-ОН,Не требуется,29,6150,2018-08-07
880,ФИПРЕКС СПРЕЙ ФОРТЕ,Требуется,30,4900,2018-04-13
881,ФИПРИСТ СПОТ ОН,Требуется,27,9950,2013-01-17
882,ФИПРОКЛИР СПОТ-ОН,Требуется,18,2900,2012-01-07
883,ФИПРОТЕГ,Требуется,5,4550,2016-12-31
884,ФИТОБАКТРИН,Требуется,25,4000,2010-08-12
885,ФИТОКАЛЬЦЕВИТ,Не требуется,13,8100,2013-07-21
886,ФИТОКАЛЬЦЕВИТ С ТАУРИНОМ,Не требуется,16,3450,2017-03-04
887,ФИТОМИНЫ + А,Требуется,8,2850,2017-04-26
888,ФИТОМИНЫ + БК,Не требуется,27,8000,2015-12-15
889,ФИТОМИНЫ + ВШ,Требуется,22,8100,2019-05-22
890,ФИТОМИНЫ + ГЕМАТОДОГ,Не требуется,21,5150,2019-03-17
891,ФИТОМИНЫ + ГЕМАТОКЭТ,Не требуется,24,7450,2019-12-23
892,ФИТОМИНЫ + КК,Не требуется,17,4600,2016-04-05
893,ФИТОМИНЫ + МК,Не требуется,18,8300,2013-01-14
894,ФИТОМИНЫ + С,Требуется,26,7800,2014-06-15
895,ФИТОМИНЫ В,Не требуется,5,4700,2011-02-14
896,ФИТОМИНЫ Г,Не требуется,30,3800,2015-05-10
897,ФИТОМИНЫ ГЛ,Требуется,6,3450,2021-02-05
898,ФИТОМИНЫ З,Не требуется,30,3050,2018-06-21
899,ФИТОМИНЫ Ш,Требуется,27,8200,2021-02-03
900,ФИТОМИНЫ-М-К,Не требуется,11,5400,2011-06-28
901,ФИТОМИНЫ-М-КМ,Требуется,18,6400,2016-04-23
902,ФИТОМИНЫ-М-МС,Не требуется,23,1200,2010-10-08
903,ФИТОМИНЫ-М-Х,Требуется,21,8400,2020-03-10
904,ФИТОЭЛИТА Крем-бальзам антисептический,Требуется,29,7550,2019-08-12
905,ФИТОЭЛИТА Крем-бальзам противовоспалительный,Требуется,13,6650,2011-01-08
906,ФИТОЭЛИТА Крем-бальзам противотравматический,Не требуется,6,7400,2019-05-11
907,ФИТОЭЛИТА Крем-бальзам ранозаживляющий,Не требуется,30,9300,2016-10-07
908,ФИТОЭЛИТА лосьон для глаз,Не требуется,19,1100,2011-10-07
909,ФИТОЭЛИТА-К ЗАЩИТА ОТ ИНФЕКЦИЙ,Не требуется,20,3650,2016-01-14
910,ФИТОЭЛИТА-К ЗДОРОВЫЕ ПОЧКИ,Требуется,26,5750,2018-10-28
911,ФИТОЭЛИТА-К ОСТЕОЧАЙ,Требуется,8,3200,2020-02-28
912,ФИТОЭЛИТА-К ОЧИСТИТЕЛЬНЫЙ ЧАЙ,Не требуется,26,8000,2016-08-04
913,ФИТОЭЛИТА-К ТОЛСТОПУЗ,Требуется,9,9600,2011-01-25
914,ФИТОЭЛИТА-К ЦИТОСТАТ,Не требуется,15,2950,2020-10-22
915,ФИТОЭЛИТА-К ЧИСТАЯ КОЖА,Требуется,24,9250,2019-07-11
916,ФИТЭКС КАПЛИ,Не требуется,13,2250,2020-08-29
917,ФЛАВОВИТ 8 %,Не требуется,10,2150,2018-05-07
918,ФЛАЙ БАЙТ,Не требуется,26,5700,2020-12-14
919,ФЛЕКСОПРОФЕН,Требуется,21,6350,2012-05-13
920,ФЛИ 3 в 1,Не требуется,24,2100,2010-04-21
921,ФЛОРИКОЛ,Не требуется,6,7600,2020-09-20
922,ФЛОРИТИЛ ИНЪЕКЦИОННЫЙ,Требуется,18,8200,2011-11-24
923,ФЛОРОКС,Не требуется,22,3350,2013-07-31
924,ФЛОРОН 10 %,Не требуется,25,7100,2011-12-23
925,ФЛОРОН 2 % ПОРОШОК,Требуется,30,5350,2018-11-27
926,ФЛОРОН 30 %,Не требуется,22,3750,2012-03-06
927,ФЛС-МИКС,Требуется,15,5050,2012-03-16
928,ФЛУБАКТИН 10 %,Требуется,29,8650,2012-04-22
929,ФЛУБАКТИН 20 %,Требуется,12,9900,2012-05-21
930,ФЛУНИДЖЕКТ,Требуется,12,6500,2014-11-26
931,ФОЛАЙН КАПЛИ,Не требуется,6,8550,2017-12-18
932,ФОЛАЙН СПРЕЙ,Требуется,19,1850,2013-04-24
933,ФОЛЛИМАГ,Не требуется,17,9100,2014-11-30
934,ФОРВЕТ капли глазные,Не требуется,8,8400,2010-03-20
935,ФОРВЕТ раствор для инъекций,Не требуется,25,3450,2016-06-16
936,ФОРМОЛВАКЦИНА ПРОТИВ ПАСТЕРЕЛЛЕЗА,Требуется,26,3900,2019-05-13
937,ФОРТЕ УНИВЕРСАЛ,Не требуется,8,4350,2014-01-12
938,ФОРТЕКОР таблетки,Не требуется,12,7000,2014-04-15
939,ФортиФлора пробиотик,Не требуется,12,6550,2014-01-07
940,ФОСПАСИМ РАСТВОР ДЛЯ ИНЪЕКЦИЙ,Не требуется,19,4950,2010-03-28
941,ФОСПАСИМ РАСТВОР ДЛЯ ПРИМЕНЕНИЯ ВНУТРЬ,Не требуется,17,4250,2019-02-19
942,ФОСПРЕНИЛ,Требуется,13,7600,2010-12-12
943,ФРЕШ 25,Требуется,27,8300,2012-11-09
944,ФРОНТЛАЙН КОМБО,Требуется,6,1100,2012-11-06
945,ФРОНТЛАЙН СПОТ ОН,Требуется,7,4750,2015-07-04
946,ФРОНТЛАЙН СПРЕЙ,Требуется,21,5650,2020-01-27
947,ФСГ-СУПЕР,Не требуется,22,2250,2014-01-21
948,ФУМИСАН,Не требуется,14,3650,2011-12-03
949,ФУНГИВЕТ,Не требуется,28,7750,2018-05-22
950,ФУНГИН,Требуется,21,3950,2017-02-26
951,ФУРАМИКС,Не требуется,14,2750,2010-07-15
952,ФУРАПЕН,Не требуется,22,3350,2014-04-28
953,ФУРАПОЛ,Требуется,23,5450,2016-08-18
954,ЭВТАНАЗИН,Не требуется,24,7900,2017-02-08
955,ЭГОЦИН 20,Не требуется,10,9100,2016-07-04
956,ЭЙМЕТЕРМ СУСПЕНЗИЯ 5%,Не требуется,8,6900,2017-09-16
957,ЭКВАЛАН,Не требуется,29,1450,2012-09-01
958,ЭКВАЛАН ДУО,Требуется,23,5850,2010-09-22
959,ЭКВИЛИС ПРЕКВЕНЗА ТЕ,Требуется,19,6100,2017-03-10
960,ЭКВИЛИС РЕЗЕКВИН,Не требуется,15,5200,2010-01-15
961,ЭКВИЛИС ЭКВЕНЗА-Т,Требуется,25,4650,2012-05-23
962,ЭКВИСЕКТ ПАСТА,Требуется,9,4800,2021-03-30
963,ЭКЗЕКАН,Требуется,20,6100,2014-09-15
964,ЭКОФЛИС,Не требуется,9,4350,2021-05-25
965,ЭКОЦИД С,Не требуется,22,4650,2016-03-24
966,ЭКС-5,Не требуется,24,2900,2016-05-14
967,ЭКС-5Т,Не требуется,21,6850,2012-11-26
968,ЭКС-7.5,Не требуется,9,10000,2016-06-14
969,ЭКТОДЕС,Требуется,27,6300,2020-12-20
970,ЭЛВЕСТИН,Не требуется,11,6900,2021-04-01
971,ЭНГЕМИЦИН 10%,Требуется,6,9850,2020-10-06
972,ЭНРОМАГ 5 %,Требуется,30,2900,2017-06-02
973,ЭНРОМАГ-О,Не требуется,11,5850,2021-03-20
974,ЭНРОНИТ,Требуется,24,8800,2015-01-28
975,ЭНРОСТИН,Требуется,14,3150,2015-08-12
976,ЭНРОСТИН МАКС,Не требуется,5,4900,2020-05-16
977,ЭНРОЦИД,Требуется,17,2050,2015-03-28
978,ЭНТЕРОКАТ,Требуется,23,4000,2014-10-22
979,ЭНТЕРОСОРБЕНТ УГЛЕРОДНЫЙ ЗООКАРБ,Не требуется,22,4400,2015-10-31
980,ЭНТИФ,Требуется,17,4650,2019-03-30
981,ЭНТОМОЗАН С,Требуется,29,8400,2011-08-02
982,ЭПИ ОТИК,Требуется,21,8050,2019-06-16
983,ЭПРИМЕК,Требуется,18,1900,2017-07-03
984,ЭРИДИН,Требуется,14,9700,2014-10-21
985,ЭРИДОН,Требуется,9,9500,2014-03-22
986,ЭРИМАСТ,Требуется,26,8450,2015-05-30
987,ЭРИПРИМ КОНЦЕНТРАТ,Не требуется,6,8200,2012-05-12
988,ЭРИТРОКСИД,Не требуется,10,7350,2012-01-19
989,ЭРОКСИМАСТ,Требуется,14,4400,2012-07-27
990,ЭСИД-ПАК-4-УЭЙ В. С.,Требуется,26,7050,2019-07-06
991,ЭСТРОФАН,Требуется,26,7050,2011-10-23
992,ЭСТРОФАНТИН,Требуется,9,1500,2017-04-29
993,ЭТИЛФЕНАЦИН 0.5 % МАСЛЯНЫЙ РАСТВОР,Не требуется,18,4200,2019-06-09
994,ЭУРИКАН DHPPI2-L,Не требуется,5,6850,2012-07-02
995,ЭУРИКАН DHPPI2-LR,Требуется,29,2050,2020-03-25
996,ЭУРИКАН ПИРО,Не требуется,28,9150,2014-12-04
997,ЭФА-ГЕЛЬ,Не требуется,26,6850,2010-02-21
998,ЭФА-Д 0.5 %,Не требуется,30,6450,2013-09-18
999,ЭФА-Д 1 %,Требуется,28,1650,2015-08-30
1000,ЭФФИТИКС,Не требуется,20,2900,2021-08-04
