906,Укорочение глазной щели,2019-11-22,Тяжелая,Требуется
907,Унцинариоз,2010-04-26,Тяжелая,Требуется
908,Уремия,2012-11-04,Тяжелая,Требуется
909,Ушиб спинного мозга,2017-09-23,Тяжелая,Требуется
910,Фавус,2016-08-04,Средняя,Не требуется
911,Факоматозы,2018-07-04,Тяжелая,Требуется
912,Фасциолёз,2016-06-25,Легкая,Не требуется
913,Фибринозный синовит,2013-11-21,Легкая,Не требуется
914,Фибринозный тендовагинит,2021-04-04,Тяжелая,Требуется
915,Фибродисплазия,2020-07-08,Легкая,Не требуется
916,Фиброз,2015-01-30,Средняя,Не требуется
917,Фиброз печени,2018-02-16,Легкая,Не требуется
918,Фиброзно-кавернозный туберкулез,2018-03-03,Тяжелая,Требуется
919,Фиброзно-кистозная мастопатия,2017-03-19,Легкая,Не требуется
920,Фиброзный периостит,2014-05-14,Средняя,Не требуется
921,Фиброзный тиреоидит,2013-06-11,Легкая,Не требуется
922,Фиброма,2014-08-05,Средняя,Не требуется
923,Фиброма носоглотки,2018-02-21,Средняя,Не требуется
924,Фиброма полости рта,2017-06-06,Легкая,Не требуется
925,Фибромиалгия,2018-02-15,Средняя,Не требуется
926,Фибросаркома,2015-09-13,Легкая,Не требуется
927,Фибросклероз молочной железы,2011-03-28,Легкая,Не требуется
928,Фиброторакс,2015-09-14,Средняя,Не требуется
929,Филяриатоз,2016-05-15,Средняя,Не требуется
930,Филяриатоз лимфатический,2013-01-18,Легкая,Не требуется
931,Фимоз,2011-02-05,Средняя,Не требуется
932,Фитофотодерматит,2017-11-30,Средняя,Не требуется
933,Флебит,2014-02-21,Средняя,Не требуется
934,Флебит воротной вены,2015-07-28,Средняя,Не требуется
935,Флеботодермия,2019-09-07,Легкая,Не требуется
936,Флегмона,2015-08-14,Легкая,Не требуется
937,Флегмона глазницы,2012-08-09,Легкая,Не требуется
938,Флегмонозный конъюнктивит,2014-03-22,Тяжелая,Требуется
939,Фляктенулёзный конъюнктивит,2013-02-19,Легкая,Не требуется
940,Фолликулярный конъюнктивит,2018-12-17,Тяжелая,Требуется
941,Форидоз,2018-01-12,Средняя,Не требуется
942,Фотодерматоз,2018-03-16,Средняя,Не требуется
943,Функциональная изжога,2012-11-18,Средняя,Не требуется
944,Фурункулез,2015-10-19,Легкая,Не требуется
945,Хабертиоз,2011-12-14,Средняя,Не требуется
946,Хейлетоз,2012-09-17,Тяжелая,Требуется
947,Хейлит,2014-03-08,Легкая,Не требуется
948,Хейлоспирулёз,2017-10-02,Тяжелая,Требуется
949,Хиостронгилёз,2012-05-17,Тяжелая,Требуется
950,Хламидиоз,2015-07-12,Легкая,Не требуется
951,Хориокарцинома,2016-04-05,Тяжелая,Требуется
952,Хориоптоз,2013-09-11,Средняя,Не требуется
953,Хронический асептический дерматит,2016-07-04,Легкая,Не требуется
954,Хронический диффузный гломерулонефрит,2020-02-20,Легкая,Не требуется
955,Хронический лихеноидный кератоз,2018-01-28,Тяжелая,Требуется
956,Хронический серозный синовит,2019-04-20,Легкая,Не требуется
957,Ценуроз церебральный,2021-04-27,Тяжелая,Требуется
958,Цервицит,2014-08-15,Тяжелая,Требуется
959,Цестодозы,2014-05-15,Средняя,Не требуется
960,Циклопия,2014-08-29,Тяжелая,Требуется
961,Цистит,2018-06-22,Средняя,Не требуется
962,Цистицеркоз,2017-10-06,Легкая,Не требуется
963,Цистоизоспороз,2017-03-26,Средняя,Не требуется
964,Цитомегаловирусная инфекция,2012-12-21,Средняя,Не требуется
965,Штукатурный кератоз,2015-11-28,Тяжелая,Требуется
966,Щенность и пиометра,2016-09-11,Тяжелая,Требуется
967,Эбола вирус,2018-10-10,Легкая,Не требуется
968,Эвритремоз,2010-12-19,Тяжелая,Требуется
969,Эдемагеноз,2015-10-07,Легкая,Не требуется
970,Эзофагит,2011-02-11,Тяжелая,Требуется
971,Эзофагостомозы,2014-02-27,Средняя,Не требуется
972,Эймериоз КРС,2011-09-16,Тяжелая,Требуется
973,Экзема,2010-07-10,Средняя,Не требуется
974,Экзокринная недостаточность,2010-11-05,Легкая,Не требуется
975,Экзостоз,2011-08-24,Тяжелая,Требуется
976,Экстрамаммарная болезнь Педжета,2021-05-28,Средняя,Не требуется
977,Экстрофия мочевого пузыря,2014-10-22,Легкая,Не требуется
978,Эктопия сердца,2016-03-28,Средняя,Не требуется
979,Эктопия шейки матки,2019-07-07,Легкая,Не требуется
980,Эктродактилия,2016-10-01,Тяжелая,Требуется
981,Эктропион шейки матки,2019-07-03,Легкая,Не требуется
982,Эмболотромбоз магистральных артерий,2018-01-17,Средняя,Не требуется
983,Эмфизема лёгких,2015-03-17,Тяжелая,Требуется
984,Эмфизематозный карбункул,2021-08-02,Средняя,Не требуется
985,Эндартериит,2014-06-24,Средняя,Не требуется
986,Эндометрит хронический,2010-12-02,Легкая,Не требуется
987,Энтеровирусный гепатит,2011-01-16,Легкая,Не требуется
988,Энтероколит,2018-05-18,Средняя,Не требуется
989,Энцефалит,2020-02-09,Легкая,Не требуется
990,Энцефалопатия,2010-03-06,Легкая,Не требуется
991,Эпидидимит,2013-12-18,Средняя,Не требуется
992,Эстрогения,2017-02-13,Тяжелая,Требуется
993,Эстроз,2021-03-05,Легкая,Не требуется
994,Эхинококкоз,2011-06-22,Легкая,Не требуется
995,Эшерихиоз,2018-06-15,Тяжелая,Требуется
996,Ювенильный идиопатический артрит,2013-02-17,Легкая,Не требуется
997,Ядерная желтуха,2015-04-17,Легкая,Не требуется
998,Язва желудка,2011-01-05,Тяжелая,Требуется
999,Язвенный блефарит,2016-07-17,Средняя,Не требуется
1000,Ящур,2019-04-02,Легкая,Не требуется
